id_transakcji;kwota;data_transakcji;id_klienta;id_wycieczki
764;850.0;2022-07-06;1232;16
765;900.0;2022-07-07;666;16
766;500.0;2022-07-04;1823;16
767;750.0;2022-07-19;3130;16
768;850.0;2022-07-09;2782;16
769;850.0;2022-07-12;2014;16
770;900.0;2022-07-22;1710;16
771;490.0;2022-07-23;3244;16
772;850.0;2022-07-14;3509;16
773;1000.0;2022-07-11;1217;16
774;900.0;2022-07-18;1661;16
775;1000.0;2022-07-21;2973;16
776;750.0;2022-07-09;1564;16
777;650.0;2022-07-16;2514;16
778;850.0;2022-07-07;824;16
779;1000.0;2022-07-15;960;16
780;750.0;2022-07-03;3503;16
781;1000.0;2022-07-05;2089;16
782;850.0;2022-07-12;967;16
783;850.0;2022-07-24;559;16
784;650.0;2022-07-10;2960;16
785;850.0;2022-07-13;1987;16
786;650.0;2022-07-18;509;16
787;900.0;2022-07-06;1054;16
788;490.0;2022-07-12;2457;16
789;850.0;2022-07-10;800;16
790;850.0;2022-07-17;1762;16
791;850.0;2022-07-21;3656;16
792;490.0;2022-07-09;2870;16
793;850.0;2022-07-05;3508;16
794;850.0;2022-07-05;597;16
795;750.0;2022-07-06;143;16
796;850.0;2022-07-20;3854;16
797;900.0;2022-07-08;2934;16
798;900.0;2022-07-07;3817;16
799;650.0;2022-07-19;2930;16
800;490.0;2022-07-22;2864;16
801;750.0;2022-07-21;2578;16
802;900.0;2022-07-14;2077;16
803;1000.0;2022-07-02;2756;16
804;750.0;2022-07-11;3588;16
805;850.0;2022-07-13;3801;16
806;500.0;2022-07-22;2051;16
807;490.0;2022-07-15;872;16
808;850.0;2022-07-01;3225;16
809;490.0;2022-07-08;2900;16
810;850.0;2022-07-20;172;16
811;1000.0;2022-07-12;190;16
812;900.0;2022-07-03;2140;16
813;750.0;2022-07-02;1801;16
814;850.0;2022-07-12;188;16
815;1125.0;2022-08-01;1930;17
816;1275.0;2022-08-02;230;17
817;1125.0;2022-08-12;3347;17
818;735.0;2022-08-12;1852;17
819;1500.0;2022-08-01;169;17
820;1275.0;2022-08-22;2643;17
821;975.0;2022-08-07;2446;17
822;1500.0;2022-08-18;3681;17
823;1500.0;2022-08-04;860;17
824;1350.0;2022-08-21;3170;17
825;1275.0;2022-08-13;1633;17
826;1275.0;2022-08-05;3738;17
827;1125.0;2022-08-14;3561;17
828;1275.0;2022-08-14;3852;17
829;1125.0;2022-08-19;131;17
830;1125.0;2022-08-13;1851;17
831;1350.0;2022-08-20;3222;17
832;1275.0;2022-08-11;3321;17
833;1275.0;2022-08-22;3212;17
834;975.0;2022-08-01;665;17
835;1500.0;2022-08-05;1323;17
836;1275.0;2022-08-18;1360;17
837;975.0;2022-08-06;2858;17
838;1500.0;2022-08-16;3065;17
839;1275.0;2022-08-22;3479;17
840;1500.0;2022-08-10;496;17
841;1350.0;2022-08-10;3677;17
842;1275.0;2022-08-19;2575;17
843;1275.0;2022-08-03;400;17
844;1275.0;2022-08-21;1787;17
845;1350.0;2022-08-16;2196;17
846;750.0;2022-08-11;3316;17
847;1500.0;2022-08-18;368;17
848;1275.0;2022-08-24;502;17
849;1350.0;2022-08-02;1020;17
850;1500.0;2022-08-17;2718;17
851;735.0;2022-08-19;3544;17
852;1350.0;2022-08-03;635;17
853;1500.0;2022-08-19;672;17
854;1275.0;2022-08-15;2616;17
855;735.0;2022-08-17;3242;17
856;1350.0;2022-08-06;1197;17
857;1275.0;2022-08-07;3792;17
858;1125.0;2022-08-22;2648;17
859;1275.0;2022-08-08;443;17
860;1350.0;2022-08-13;868;17
861;1350.0;2022-08-14;2035;17
862;1125.0;2022-08-17;1648;17
863;1350.0;2022-08-01;737;17
864;1350.0;2022-08-08;3775;17
865;1275.0;2022-08-22;2910;17
866;1275.0;2022-08-02;560;17
867;1275.0;2022-08-10;2907;17
868;1350.0;2022-08-04;1248;17
869;1350.0;2022-08-08;2561;17
870;735.0;2022-08-23;2798;17
871;975.0;2022-08-18;1257;17
872;735.0;2022-08-01;952;17
873;1425.0;2022-09-08;1928;18
874;1425.0;2022-09-17;3468;18
875;1235.0;2022-09-12;2049;18
876;1425.0;2022-09-02;2162;18
877;1615.0;2022-09-13;1203;18
878;1900.0;2022-09-04;1728;18
879;1615.0;2022-09-07;3390;18
880;931.0;2022-09-20;914;18
881;1615.0;2022-09-11;1139;18
882;1710.0;2022-09-14;3778;18
883;1900.0;2022-09-23;2153;18
884;1235.0;2022-09-16;2243;18
885;1615.0;2022-09-01;3111;18
886;1615.0;2022-09-08;3088;18
887;1710.0;2022-09-21;501;18
888;1615.0;2022-09-13;1122;18
889;1425.0;2022-09-20;1277;18
890;1900.0;2022-09-07;2353;18
891;950.0;2022-09-08;3044;18
892;1615.0;2022-09-03;3765;18
893;1615.0;2022-09-18;421;18
894;1425.0;2022-09-18;1052;18
895;931.0;2022-09-11;3851;18
896;1615.0;2022-09-15;1900;18
897;1425.0;2022-09-14;1207;18
898;1425.0;2022-08-31;1358;18
899;1710.0;2022-09-02;2039;18
900;1615.0;2022-09-10;1377;18
901;931.0;2022-09-08;166;18
902;1900.0;2022-09-12;2883;18
903;1615.0;2022-09-15;2093;18
904;1615.0;2022-09-16;1849;18
905;1425.0;2022-09-01;229;18
906;1235.0;2022-09-09;16;18
907;1710.0;2022-09-04;1327;18
908;450.0;2021-09-12;2760;19
909;810.0;2021-09-11;539;19
910;675.0;2021-09-16;3725;19
911;675.0;2021-09-11;1801;19
912;765.0;2021-09-12;2087;19
913;900.0;2021-09-21;1369;19
914;675.0;2021-09-07;3535;19
915;765.0;2021-09-14;2415;19
916;765.0;2021-09-04;1407;19
917;675.0;2021-09-12;2384;19
918;810.0;2021-09-09;3024;19
919;585.0;2021-09-01;2851;19
920;810.0;2021-08-31;2773;19
921;810.0;2021-08-31;2246;19
922;810.0;2021-09-22;3284;19
923;675.0;2021-09-12;2401;19
924;810.0;2021-09-21;993;19
925;675.0;2021-09-17;223;19
926;810.0;2021-09-17;568;19
927;810.0;2021-09-04;1054;19
928;585.0;2021-09-01;890;19
929;900.0;2021-09-13;3576;19
930;585.0;2021-09-21;3835;19
931;765.0;2021-08-31;1640;19
932;900.0;2021-09-10;1217;19
933;675.0;2021-09-13;350;19
934;810.0;2021-09-10;2743;19
935;450.0;2021-09-02;1865;19
936;441.0;2021-09-09;1266;19
937;900.0;2020-09-09;3122;20
938;441.0;2020-08-31;517;20
939;810.0;2020-09-09;3491;20
940;585.0;2020-09-10;3069;20
941;765.0;2020-09-10;3675;20
942;765.0;2020-09-08;544;20
943;810.0;2020-09-21;2650;20
944;441.0;2020-09-11;3718;20
945;810.0;2020-09-14;889;20
946;810.0;2020-09-14;1226;20
947;441.0;2020-09-06;1514;20
948;675.0;2020-09-04;134;20
949;765.0;2020-09-15;867;20
950;900.0;2020-09-19;2813;20
951;450.0;2020-09-16;3340;20
952;810.0;2020-09-21;543;20
953;810.0;2020-09-08;2522;20
954;900.0;2020-09-13;3681;20
955;765.0;2020-09-02;3281;20
956;765.0;2020-09-06;1709;20
957;675.0;2020-09-07;1934;20
958;450.0;2020-09-22;346;20
959;450.0;2020-09-21;2551;20
960;810.0;2020-09-13;2059;20
961;441.0;2020-09-20;807;20
962;810.0;2020-09-11;2872;20
963;810.0;2020-09-01;332;20
964;765.0;2020-09-19;2923;20
965;765.0;2020-09-22;3502;20
966;441.0;2020-09-01;2855;20
967;765.0;2020-09-19;1536;20
968;900.0;2020-09-01;235;20
969;765.0;2020-09-06;2394;20
970;765.0;2020-09-14;3080;20
971;675.0;2020-09-17;2368;20
972;675.0;2020-09-21;885;20
973;585.0;2020-09-12;1606;20
974;810.0;2020-08-31;1716;20
975;810.0;2020-09-09;3845;20
976;675.0;2020-09-13;3757;20
977;585.0;2020-09-04;3849;20
978;675.0;2020-09-19;3019;20
979;585.0;2020-09-04;2425;20
980;810.0;2020-09-20;84;20
981;675.0;2020-09-11;2229;20
982;765.0;2020-09-15;3081;20
983;675.0;2020-09-05;905;20
984;810.0;2020-09-23;2354;20
985;675.0;2020-09-22;90;20
986;585.0;2020-09-17;3328;20
987;810.0;2020-09-15;2047;20
988;675.0;2020-09-11;3759;20
989;810.0;2020-09-13;2590;20
990;810.0;2020-09-12;2926;20
991;765.0;2020-09-20;2444;20
992;765.0;2020-09-14;2142;20
993;900.0;2020-09-20;3660;20
994;765.0;2020-09-04;626;20
995;765.0;2020-09-19;385;20
996;810.0;2020-09-20;349;20
997;810.0;2020-09-04;2343;20
998;900.0;2020-09-19;2759;20
999;810.0;2020-09-21;1676;20
1000;810.0;2020-09-15;1776;20
1001;720.0;2023-06-01;1589;21
1002;720.0;2023-06-21;950;21
1003;520.0;2023-06-12;1738;21
1004;720.0;2023-06-15;673;21
1005;680.0;2023-06-18;490;21
1006;720.0;2023-06-11;3345;21
1007;800.0;2023-06-19;3204;21
1008;720.0;2023-06-02;3126;21
1009;680.0;2023-06-13;970;21
1010;520.0;2023-06-11;2358;21
1011;800.0;2023-06-23;3418;21
1012;680.0;2023-06-11;162;21
1013;600.0;2023-06-10;1673;21
1014;680.0;2023-06-16;1526;21
1015;800.0;2023-06-17;1977;21
1016;600.0;2023-06-16;1025;21
1017;680.0;2023-06-18;1098;21
1018;720.0;2023-06-12;3626;21
1019;392.0;2023-06-15;1418;21
1020;800.0;2023-06-16;2012;21
1021;600.0;2023-06-06;2074;21
1022;520.0;2023-06-06;78;21
1023;680.0;2023-06-03;464;21
1024;720.0;2023-06-11;993;21
1025;680.0;2023-06-17;3423;21
1026;392.0;2023-06-18;2408;21
1027;392.0;2023-06-21;873;21
1028;680.0;2023-06-02;12;21
1029;600.0;2023-06-03;1082;21
1030;800.0;2023-06-23;1860;21
1031;1710.0;2024-07-13;2743;22
1032;1235.0;2024-07-06;1947;22
1033;1235.0;2024-07-07;1906;22
1034;1710.0;2024-07-16;634;22
1035;931.0;2024-07-03;897;22
1036;1900.0;2024-07-04;2161;22
1037;1710.0;2024-07-05;1655;22
1038;1425.0;2024-07-10;1441;22
1039;1425.0;2024-07-05;3066;22
1040;1710.0;2024-07-03;678;22
1041;1615.0;2024-07-16;1944;22
1042;1710.0;2024-07-06;822;22
1043;1900.0;2024-07-06;1373;22
1044;950.0;2024-07-09;1623;22
1045;1900.0;2024-07-13;3373;22
1046;1615.0;2024-07-07;3357;22
1047;1235.0;2024-07-15;836;22
1048;931.0;2024-07-16;1410;22
1049;1900.0;2024-07-05;189;22
1050;1425.0;2024-07-04;1618;22
1051;1710.0;2024-07-22;830;22
1052;1710.0;2024-07-21;1271;22
1053;1425.0;2024-07-17;3486;22
1054;1425.0;2024-07-08;3337;22
1055;1710.0;2024-07-08;1439;22
1056;1615.0;2024-07-01;2102;22
1057;1615.0;2024-07-03;2099;22
1058;950.0;2024-07-09;3309;22
1059;1615.0;2024-07-08;333;22
1060;1710.0;2024-07-22;46;22
1061;931.0;2024-07-15;1852;22
1062;1710.0;2024-07-18;592;22
1063;1900.0;2024-07-24;3824;22
1064;1425.0;2024-07-06;2045;22
1065;950.0;2024-07-20;3732;22
1066;1615.0;2024-07-23;3380;22
1067;1710.0;2024-07-09;912;22
1068;1710.0;2024-07-10;770;22
1069;1710.0;2024-07-17;21;22
1070;1425.0;2024-07-13;2669;22
1071;1710.0;2024-07-17;1912;22
1072;1615.0;2024-07-20;3740;22
1073;1710.0;2024-07-22;3415;22
1074;931.0;2024-07-11;2976;22
1075;1900.0;2024-07-11;3475;22
1076;1900.0;2024-07-11;2766;22
1077;931.0;2024-07-09;1664;22
1078;1615.0;2024-07-11;755;22
1079;1425.0;2024-07-15;3384;22
1080;931.0;2024-07-07;3085;23
1081;1615.0;2024-07-16;2170;23
1082;1425.0;2024-07-02;815;23
1083;931.0;2024-07-24;2324;23
1084;1615.0;2024-07-09;93;23
1085;1425.0;2024-07-02;3695;23
1086;1710.0;2024-07-04;3274;23
1087;931.0;2024-07-09;1992;23
1088;1900.0;2024-07-11;2022;23
1089;1235.0;2024-07-01;3363;23
1090;931.0;2024-07-02;2685;23
1091;1900.0;2024-07-07;1342;23
1092;1615.0;2024-07-03;940;23
1093;1710.0;2024-07-16;3742;23
1094;931.0;2024-07-07;721;23
1095;1615.0;2024-07-11;1927;23
1096;1900.0;2024-07-04;1129;23
1097;1425.0;2024-07-10;657;23
1098;1425.0;2024-07-05;710;23
1099;1425.0;2024-07-22;3671;23
1100;1710.0;2024-07-01;1411;23
1101;1900.0;2024-07-15;703;23
1102;1615.0;2024-07-24;3682;23
1103;1710.0;2024-07-21;3267;23
1104;1900.0;2024-07-06;2521;23
1105;1615.0;2024-07-18;3859;23
1106;931.0;2024-07-10;2637;23
1107;1425.0;2024-07-23;1415;23
1108;931.0;2024-07-02;2228;23
1109;1425.0;2024-07-15;484;23
1110;1710.0;2024-07-14;1660;23
1111;931.0;2024-07-20;506;23
1112;1710.0;2024-07-21;3528;23
1113;1615.0;2024-07-13;1548;23
1114;1425.0;2024-07-16;2610;23
1115;1425.0;2024-07-18;594;23
1116;1710.0;2024-07-16;3196;23
1117;1425.0;2024-07-05;154;23
1118;1615.0;2024-07-24;2397;23
1119;1955.0;2022-09-08;330;24
1120;1495.0;2022-09-05;1006;24
1121;2070.0;2022-09-12;3822;24
1122;2300.0;2022-09-12;1530;24
1123;2070.0;2022-09-01;1827;24
1124;1725.0;2022-09-06;3679;24
1125;2070.0;2022-09-17;3534;24
1126;1955.0;2022-09-08;2952;24
1127;1495.0;2022-09-09;607;24
1128;1955.0;2022-09-04;1694;24
1129;1955.0;2022-09-19;2822;24
1130;2070.0;2022-09-19;1128;24
1131;1955.0;2022-09-17;2334;24
1132;1955.0;2022-09-04;2769;24
1133;2300.0;2022-08-31;2462;24
1134;2070.0;2022-09-01;175;24
1135;1955.0;2022-09-01;3120;24
1136;1955.0;2022-09-06;3208;24
1137;1955.0;2022-09-12;2951;24
1138;2070.0;2022-09-15;2172;24
1139;2300.0;2022-09-07;3708;24
1140;1955.0;2022-09-23;2013;24
1141;1955.0;2022-09-02;817;24
1142;2070.0;2022-09-15;2183;24
1143;1955.0;2022-09-05;492;24
1144;2300.0;2022-09-20;1103;24
1145;1725.0;2022-09-19;2958;24
1146;2300.0;2022-09-18;1152;24
1147;1495.0;2022-09-15;3729;24
1148;1955.0;2022-09-21;3705;24
1149;2300.0;2022-09-12;3681;24
1150;1495.0;2022-09-04;3229;24
1151;1725.0;2022-09-09;130;24
1152;2070.0;2022-09-23;3219;24
1153;1955.0;2022-09-15;2563;24
1154;1127.0;2022-09-03;1310;24
1155;1495.0;2022-09-13;2027;24
1156;2070.0;2022-09-20;473;24
1157;1725.0;2022-09-17;2504;24
1158;1725.0;2022-09-15;2806;24
1159;1955.0;2022-09-08;3125;24
1160;1955.0;2022-09-03;3286;24
1161;1495.0;2022-09-05;1626;24
1162;2070.0;2022-09-01;3018;24
1163;1725.0;2022-08-31;3209;24
1164;1127.0;2022-09-22;2463;24
1165;1725.0;2022-08-31;1570;24
1166;1125.0;2024-09-09;3003;25
1167;1125.0;2024-09-16;3239;25
1168;1500.0;2024-09-02;2357;25
1169;1350.0;2024-09-04;2435;25
1170;735.0;2024-09-02;2955;25
1171;1125.0;2024-09-18;404;25
1172;735.0;2024-08-31;2405;25
1173;1275.0;2024-09-22;961;25
1174;1275.0;2024-08-31;1215;25
1175;1500.0;2024-09-02;703;25
1176;1275.0;2024-08-31;1766;25
1177;735.0;2024-09-08;2676;25
1178;1350.0;2024-09-04;3584;25
1179;1275.0;2024-09-04;3103;25
1180;1500.0;2024-09-15;3764;25
1181;1500.0;2024-09-01;1950;25
1182;1275.0;2024-09-08;2509;25
1183;1500.0;2024-09-19;225;25
1184;1500.0;2024-09-09;2967;25
1185;1350.0;2024-09-18;3812;25
1186;975.0;2024-09-15;2802;25
1187;1125.0;2024-09-10;256;25
1188;1275.0;2024-09-11;887;25
1189;975.0;2024-09-03;3016;25
1190;1275.0;2024-09-17;1028;25
1191;1575.0;2022-07-20;217;26
1192;1890.0;2022-07-08;2881;26
1193;1575.0;2022-07-15;3634;26
1194;1890.0;2022-07-20;2683;26
1195;2100.0;2022-07-15;779;26
1196;2100.0;2022-07-09;827;26
1197;1785.0;2022-07-23;36;26
1198;1890.0;2022-07-03;2364;26
1199;1890.0;2022-07-05;3449;26
1200;1890.0;2022-07-17;1905;26
1201;1890.0;2022-07-08;1964;26
1202;1365.0;2022-07-18;1363;26
1203;2100.0;2022-07-03;875;26
1204;1575.0;2022-07-23;1312;26
1205;1890.0;2022-07-24;2548;26
1206;1575.0;2022-07-13;277;26
1207;1890.0;2022-07-13;1040;26
1208;1890.0;2022-07-22;105;26
1209;1050.0;2022-07-04;1962;26
1210;1050.0;2022-07-15;1361;26
1211;1785.0;2022-07-13;1925;26
1212;1890.0;2022-07-10;349;26
1213;1785.0;2022-07-23;1495;26
1214;1365.0;2022-07-11;3464;26
1215;1890.0;2022-07-19;2449;26
1216;1050.0;2022-07-07;3532;26
1217;1890.0;2022-07-10;3010;26
1218;1785.0;2022-07-01;2075;26
1219;1890.0;2022-07-03;199;26
1220;1050.0;2022-07-02;1125;26
1221;1890.0;2022-07-10;765;26
1222;1785.0;2022-07-19;2728;26
1223;1785.0;2022-07-04;3814;26
1224;1575.0;2022-07-18;722;26
1225;2100.0;2022-07-05;2797;26
1226;1575.0;2022-07-06;3052;26
1227;1785.0;2022-07-10;3321;26
1228;1575.0;2022-07-21;3258;26
1229;1890.0;2022-07-17;3743;26
1230;1575.0;2022-07-20;3758;26
1231;2100.0;2022-07-06;1059;26
1232;1029.0;2022-07-04;263;26
1233;1029.0;2022-07-20;1317;26
1234;1785.0;2022-07-06;2684;26
1235;1575.0;2022-07-20;899;26
1236;1785.0;2022-07-23;73;26
1237;1890.0;2022-07-23;434;26
1238;1575.0;2022-07-24;3318;26
1239;1785.0;2022-07-16;195;26
1240;1575.0;2022-07-24;3577;26
1241;1890.0;2022-07-03;1463;26
1242;1575.0;2022-07-12;3553;26
1243;1890.0;2022-07-09;568;26
1244;1785.0;2022-07-20;2653;26
1245;2100.0;2022-07-21;422;26
1246;1890.0;2022-07-09;1736;26
1247;1725.0;2022-09-22;1379;27
1248;1495.0;2022-09-02;2553;27
1249;1725.0;2022-09-06;3232;27
1250;1955.0;2022-09-10;1890;27
1251;1725.0;2022-09-09;154;27
1252;2070.0;2022-09-23;1775;27
1253;1955.0;2022-09-13;1;27
1254;2070.0;2022-09-20;2374;27
1255;2300.0;2022-09-02;222;27
1256;1955.0;2022-09-21;3820;27
1257;2070.0;2022-09-03;2675;27
1258;1150.0;2022-09-23;3302;27
1259;2070.0;2022-09-09;1156;27
1260;2070.0;2022-09-16;3703;27
1261;1955.0;2022-09-06;3207;27
1262;1955.0;2022-09-20;943;27
1263;1725.0;2022-09-11;1163;27
1264;1725.0;2022-09-19;1057;27
1265;2070.0;2022-09-17;249;27
1266;2070.0;2022-09-16;3276;27
1267;2070.0;2022-09-09;3329;27
1268;1127.0;2022-09-01;3394;27
1269;1150.0;2022-09-07;671;27
1270;1127.0;2022-09-04;647;27
1271;2070.0;2022-09-17;1915;27
1272;2070.0;2022-09-09;1733;27
1273;1725.0;2022-09-23;2310;27
1274;1127.0;2022-09-03;2071;27
1275;1955.0;2022-09-15;3336;27
1276;1955.0;2022-09-06;3243;27
1277;1725.0;2022-09-03;244;27
1278;1955.0;2022-09-21;3198;27
1279;1425.0;2021-09-04;2940;28
1280;1900.0;2021-09-08;2607;28
1281;1615.0;2021-09-07;631;28
1282;931.0;2021-09-02;2638;28
1283;1710.0;2021-09-04;2573;28
1284;931.0;2021-09-10;1741;28
1285;1615.0;2021-09-11;3620;28
1286;1615.0;2021-09-22;3338;28
1287;1425.0;2021-09-20;3259;28
1288;950.0;2021-09-11;1425;28
1289;1425.0;2021-09-06;1472;28
1290;1615.0;2021-09-09;3525;28
1291;931.0;2021-09-20;3158;28
1292;1425.0;2021-09-20;3563;28
1293;1425.0;2021-09-22;2972;28
1294;1900.0;2021-09-08;1031;28
1295;1425.0;2021-09-15;3762;28
1296;1425.0;2021-09-16;1291;28
1297;1615.0;2021-09-18;1633;28
1298;1710.0;2021-09-17;2500;28
1299;931.0;2021-09-16;2817;28
1300;931.0;2021-09-10;2623;28
1301;931.0;2021-09-18;3262;28
1302;1900.0;2021-09-07;3463;28
1303;1615.0;2021-09-03;359;28
1304;1235.0;2021-09-01;297;28
1305;1710.0;2021-09-01;1128;28
1306;1235.0;2021-08-31;1387;28
1307;1425.0;2021-09-22;1714;28
1308;1235.0;2021-09-15;3327;28
1309;1900.0;2021-08-31;1918;28
1310;1615.0;2021-09-05;2825;28
1311;1900.0;2021-09-14;3369;28
1312;1425.0;2021-09-15;3254;28
1313;1615.0;2021-09-22;2811;28
1314;1900.0;2021-09-19;1651;28
1315;931.0;2021-09-02;396;28
1316;1425.0;2021-09-17;2932;28
1317;1710.0;2021-09-19;437;28
1318;1425.0;2021-09-05;1013;28
1319;1615.0;2021-09-13;1157;28
1320;1235.0;2021-09-16;1260;28
1321;1615.0;2021-09-08;2177;28
1322;1615.0;2021-09-14;2021;28
1323;1425.0;2021-09-21;384;28
1324;1425.0;2021-09-02;3367;28
1325;1900.0;2021-09-02;2657;28
1326;1900.0;2021-09-20;1247;28
1327;1900.0;2021-09-11;583;28
1328;1425.0;2021-09-13;1326;28
1329;1710.0;2021-09-18;3767;28
1330;931.0;2021-09-05;3445;28
1331;931.0;2021-09-07;478;28
1332;1900.0;2021-09-15;589;28
1333;1615.0;2021-09-17;3531;28
1334;1615.0;2021-09-08;3383;28
1335;931.0;2021-09-13;3734;28
1336;1710.0;2021-09-04;2542;28
1337;1900.0;2021-09-18;2151;28
1338;1425.0;2024-06-22;1937;29
1339;1615.0;2024-06-13;2441;29
1340;1425.0;2024-06-12;3156;29
1341;1710.0;2024-06-09;445;29
1342;1425.0;2024-06-13;3571;29
1343;1900.0;2024-06-22;3230;29
1344;1425.0;2024-06-14;121;29
1345;1235.0;2024-06-10;1692;29
1346;1425.0;2024-06-07;1316;29
1347;1900.0;2024-06-07;289;29
1348;1425.0;2024-06-15;1518;29
1349;1900.0;2024-06-14;843;29
1350;1615.0;2024-06-20;3224;29
1351;1615.0;2024-06-01;219;29
1352;1235.0;2024-06-05;1457;29
1353;1235.0;2024-06-17;3715;29
1354;1425.0;2024-06-05;2279;29
1355;1615.0;2024-06-16;2981;29
1356;1615.0;2024-06-14;2407;29
1357;1900.0;2024-06-03;2171;29
1358;1900.0;2024-06-02;2999;29
1359;1425.0;2024-06-11;1864;29
1360;1615.0;2024-06-20;502;29
1361;1900.0;2024-06-06;433;29
1362;1425.0;2024-06-22;3384;29
1363;1235.0;2024-06-15;1218;29
1364;1425.0;2024-06-09;1178;29
1365;931.0;2024-06-20;3745;29
1366;1710.0;2024-06-06;1079;29
1367;931.0;2024-06-04;2494;29
1368;1710.0;2024-06-22;279;29
1369;1710.0;2024-06-13;2757;29
1370;1425.0;2024-06-21;600;29
1371;1710.0;2024-06-13;1392;29
1372;1900.0;2024-06-12;177;29
1373;1615.0;2024-06-09;2021;29
1374;1425.0;2024-06-04;937;29
1375;1425.0;2024-06-23;1211;29
1376;1615.0;2024-06-03;1250;29
1377;931.0;2024-06-05;2969;29
1378;1235.0;2024-06-12;556;29
1379;931.0;2024-06-20;3245;29
1380;1710.0;2024-06-17;3856;29
1381;931.0;2024-06-18;2215;29
1382;1710.0;2024-06-02;501;29
1383;1615.0;2024-06-16;2538;29
1384;1615.0;2024-06-09;3473;29
1385;1425.0;2024-06-23;3252;29
1386;1425.0;2024-06-10;182;29
1387;931.0;2024-06-13;3189;29
1388;1425.0;2024-06-18;369;29
1389;1425.0;2024-06-23;2931;29
1390;1615.0;2024-06-18;1280;29
1391;1900.0;2024-06-14;1717;29
1392;1710.0;2024-06-06;3291;29
1393;1710.0;2021-08-17;1432;30
1394;1900.0;2021-08-03;3388;30
1395;1235.0;2021-08-16;1154;30
1396;1425.0;2021-08-20;2220;30
1397;1425.0;2021-08-21;392;30
1398;1235.0;2021-08-11;607;30
1399;1425.0;2021-08-04;1516;30
1400;1710.0;2021-08-11;666;30
1401;1235.0;2021-08-23;880;30
1402;1900.0;2021-08-05;2727;30
1403;1710.0;2021-08-13;522;30
1404;1235.0;2021-08-16;2299;30
1405;1425.0;2021-08-02;118;30
1406;1710.0;2021-08-09;2143;30
1407;1900.0;2021-08-18;1061;30
1408;1615.0;2021-08-15;717;30
1409;1615.0;2021-08-24;1892;30
1410;1710.0;2021-08-19;1043;30
1411;1710.0;2021-08-16;1205;30
1412;1425.0;2021-08-19;874;30
1413;1425.0;2021-08-01;594;30
1414;1425.0;2021-08-05;2501;30
1415;931.0;2021-08-04;2601;30
1416;931.0;2021-08-22;2238;30
1417;1615.0;2021-08-12;1014;30
1418;1710.0;2021-08-09;2703;30
1419;1900.0;2021-08-09;2707;30
1420;1615.0;2021-08-04;1360;30
1421;1425.0;2021-08-20;366;30
1422;1710.0;2021-08-09;1580;30
1423;1900.0;2021-08-19;459;30
1424;1425.0;2021-08-02;1941;30
1425;931.0;2021-08-07;448;30
1426;1710.0;2021-08-15;1620;30
1427;1615.0;2021-08-24;2666;30
1428;931.0;2021-08-11;2698;30
1429;1615.0;2021-08-23;2540;30
1430;1615.0;2021-08-23;2389;30
1431;1615.0;2021-08-24;3842;30
1432;1710.0;2021-08-14;163;30
1433;1425.0;2021-08-09;2120;30
1434;1425.0;2021-08-09;2201;30
1435;1425.0;2021-08-14;2669;30
1436;1710.0;2021-08-07;1636;30
1437;1615.0;2021-08-11;3700;30
1438;1710.0;2021-08-15;3692;30
1439;1425.0;2021-08-12;972;30
1440;1710.0;2021-08-02;2272;30
1441;931.0;2021-08-01;3761;30
1442;1900.0;2021-08-08;108;30
1443;1710.0;2021-08-07;3134;30
1444;1710.0;2021-08-15;389;30
1445;1615.0;2021-08-04;30;30
1446;1615.0;2021-08-07;3001;30
1447;1615.0;2021-08-23;1640;30
1448;931.0;2021-08-02;684;30
1449;931.0;2021-08-10;2733;30
1450;1710.0;2021-08-24;1478;30
1451;1615.0;2021-08-24;114;30
1452;1235.0;2021-08-10;2962;30
1453;1235.0;2021-08-23;576;30
1454;1615.0;2021-08-04;2569;30
1455;1235.0;2021-08-04;2777;30
1456;950.0;2021-08-20;1727;30
1457;1176.0;2020-09-10;2721;31
1458;2400.0;2020-09-23;2100;31
1459;2400.0;2020-09-16;3047;31
1460;1176.0;2020-09-21;756;31
1461;1176.0;2020-09-13;113;31
1462;2400.0;2020-09-04;839;31
1463;1176.0;2020-09-16;2976;31
1464;1200.0;2020-09-19;1175;31
1465;2160.0;2020-09-19;1637;31
1466;1176.0;2020-09-06;953;31
1467;1200.0;2020-09-13;1611;31
1468;2040.0;2020-09-15;2038;31
1469;2040.0;2020-08-31;3697;31
1470;2400.0;2020-08-31;1828;31
1471;1560.0;2020-09-13;1531;31
1472;1800.0;2020-09-08;2307;31
1473;2160.0;2020-09-14;1652;31
1474;2040.0;2020-09-05;1347;31
1475;2040.0;2020-09-16;335;31
1476;1800.0;2020-09-06;2788;31
1477;1800.0;2020-08-31;203;31
1478;2400.0;2020-09-14;2756;31
1479;2040.0;2020-09-17;1041;31
1480;2040.0;2020-09-22;1014;31
1481;1176.0;2020-09-14;2897;31
1482;1200.0;2020-09-18;2889;31
1483;1800.0;2020-09-06;1996;31
1484;2400.0;2020-09-07;3409;31
1485;1560.0;2020-09-14;865;31
1486;1800.0;2020-09-13;1669;31
1487;2040.0;2020-09-21;94;31
1488;1560.0;2020-09-15;3264;31
1489;1800.0;2020-09-14;51;31
1490;2400.0;2020-09-03;3051;31
1491;2400.0;2020-09-20;302;31
1492;1560.0;2020-09-10;3573;31
1493;1176.0;2020-09-07;3621;31
